WKT,pops_number,borough_name,borough_code,community_board,address_number,street_name,zip_code,building_address_with_zip_code,tax_block,tax_lot,building_name,building_location,year_completed,building_constructed,public_space_type,developer,building_architect,principal_public_space_designer,size_required,hour_of_access_required,amenities_required,other_required,permitted_amenities,physically_disabled_access,latitude,longitude,xcoordinate,ycoordinate,bin,postcode,council_district,census_tract,bbl,nta,location,tpadbin,tpadbinstatus
"POINT (-73.975317 40.759813)",M050032,Manhattan,"1","05","10",EAST 53 STREET,"10022","10 EAST 53 STREET, New York, NY 10022","01288","0007",HarperCollins,South side of East 53rd Street between Madison and Fifth Avenues,"1971",Completed,"Plaza; Through Block Arcade",Percy and Harold Uris,"Emery Roth & Sons; TPG Architects, LLP (for alteration in 2014)","Emery Roth & Sons; Thomas Balsley Associates (for alteration in 2014); TPG Architecture, LLP (2015 Design Change)","Plaza 2890.00 sf; Through Block Arcade 3723.50 sf","24 Hours; Restricted Hours","Artwork; Bicycle Parking; Climate Control; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street","12' 5"" x 12' 8"" green screen, 2 brushed stainless steel canopies",,Full/Partial,40.759813,-73.975317,"0991088","0216098","1035709","10022","4","102","1012880007",,POINT(-73.975317 40.759813),,No activity
"POINT (-73.973671 40.759124)",M050033,Manhattan,"1","05","55",EAST 52 STREET,"10055","55 EAST 52 STREET, New York, NY 10055","01288","0027",Park Avenue Plaza,North side of East 52nd Street between Park and Madison Avenues,"1979",Completed,Through Block Arcade,Fisher Brothers,"Skidmore, Owings & Merrill","Skidmore, Owings & Merrill; Janson Goldstein and Mathews Nielsen (for alteration in 2013)",Through Block Arcade 13000.00 sf,Restricted Hours,"Artwork; Bicycle Parking; Climate Control; Drinking Fountain; Food Service; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Restrooms; Retail Frontage; Seating; Tables; Trees within Space; Water Feature","skylight, glass crystal detail and lighting on east wall, 8 transparent glass floor to ceiling columns",,Full/Partial,40.759124,-73.973671,"0991544","0215847","1083869","10055","4","102","1012880027",,POINT(-73.973671 40.759124),,No activity
"POINT (-73.972426 40.757754)",M050034,Manhattan,"1","05","345",PARK AVENUE,"10154","345 PARK AVENUE, New York, NY 10154","01306","0001",,East side of Park Avenue between East 51st and 52nd Streets,"1968",Completed,Plaza,Samuel Rudin,Emery Roth & Sons,Emery Roth & Sons,Plaza 24928.00 sf,24 Hours,None,,,None,40.757754,-73.972426,"0991889","0215348","1036460","10154","4","100","1013060001",,POINT(-73.972426 40.757754),,No activity
"POINT (-73.976086 40.759199)",M050035,Manhattan,"1","05","645",FIFTH AVENUE,"10022","645 FIFTH AVENUE, New York, NY 10022","01287","7501",Olympic Tower,Northeast corner of East 51st Street and Fifth Avenue,"1974",Completed,Covered Pedestrian Space,,"Skidmore, Owings & Merrill","Skidmore, Owings & Merrill; Tudda, Scherer, Zborowski (for alteration in 1986); WPG Design Group (for alteration in 2000 and 2003); Robert Krone Architect (for alteration in 2007); Perkins Eastman (for alterations in 2013); MdeAS Architects (for 2018 mod)",Covered Pedestrian Space 8681.00 sf,Restricted Hours,"Artwork; Climate Control; Elevator; Food Service; Lighting; Other Required; Planting; Plaque/Sign; Programs; Restrooms; Retail Frontage; Seating; Tables; Trees within Space; Water Feature","public stair between ground and lower level, 41,013 sf of extra Use Group F Retail Space in the building, 507 sf museum display space on street level, informational desk, WiFi, skylight, telephones, museum shop at lower level foyer",Other Permitted,Full/Partial,40.759199,-73.976086,"0990875","0215874","1035481","10022","4","102","1012877501",,POINT(-73.976086 40.759199),,No activity
"POINT (-73.976804 40.75977)",M050036,Manhattan,"1","05","650",FIFTH AVENUE,"10019","650 FIFTH AVENUE, New York, NY 10019","01267","0041",,Southwest corner of West 52nd Street and Fifth Avenue,"1977",Completed,"Cellar Floor Public Space; Covered Pedestrian Space",The Pahlavi Foundation,John Carl Warnecke,Michael LeClere,"Cellar Floor Public Space 0.00 sf; Covered Pedestrian Space 3363.00 sf",Restricted Hours,"Climate Control; Escalator; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees within Space","pedestrian bridge over Cellar Floor Public Space; Cellar Floor Public Space, Covered Pedestrian Space: stone and granite paving; stone and granite paving",,Full/Partial,40.75977,-73.976804,"0990676","0216082","1034517","10019","4","104","1012670041",,POINT(-73.976804 40.75977),,No activity
"POINT (-73.980533 40.761165)",M050037,Manhattan,"1","05","1285",SIXTH AVENUE,"10019","1285 SIXTH AVENUE, New York, NY 10019","01004","0029",PaineWebber,Full block bounded by Sixth and Seventh Avenues and West 51st and 52nd Streets,"1984",Completed,"Pedestrian Circulation Space; Sidewalk Widening; Through Block Galleria; Urban Plaza",Equitable Life Assurance Society,"Skidmore, Owings & Merrill/Edward Larrabee Barnes Associates","Skidmore, Owings & Merrill/Edward Larrabee Barnes Associates","Pedestrian Circulation Space 0.00 sf; Sidewalk Widening 0.00 sf; Through Block Galleria 8185.96 sf; Urban Plaza 9944.10 sf","24 Hours; Restricted Hours","Artwork; Drinking Fountain; Escalator; Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space; Water Feature",,,Full/Partial,40.761165,-73.980533,"0989643","0216590","1023158","10019","4","131","1010040029",,POINT(-73.980533 40.761165),,No activity
"POINT (-73.984702 40.762107)",M050038,Manhattan,"1","05","1633",BROADWAY,"10019","1633 BROADWAY, New York, NY 10019","01022","0043",Paramount Plaza,West side of Broadway between West 50th and 51st Streets,"1971",Completed,"Special Permit Arcade; Special Permit Plaza; Underground Concourse",Percy & Harold Uris,Emery Roth & Sons,"Emery Roth & Sons; Thomas Balsley Associates (for alteration in 1989); Moed de Armas and Shannon, P.C. (for alteration in 2012); The Office of S. Steve Wygoda, Architects and Planners (for alteration in 2014)","Special Permit Arcade 8033.20 sf; Special Permit Plaza 23666.00 sf; Underground Concourse 6420.00 sf",24 Hours,"Bicycle Parking; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Retail Frontage; Seating; Subway; Tables; Trees within Space","2 legitimate theaters (one of 1,600 to 1,800 seats and one of 350 to 650 seats)",Open Air Cafe,Full/Partial,40.762107,-73.984702,"0988488","0216933","1024812","10019","3","131","1010220043",,POINT(-73.984702 40.762107),,No activity
"POINT (-73.975 40.758249)",M050039,Manhattan,"1","05","457",MADISON AVENUE,"10022","457 MADISON AVENUE, New York, NY 10022","01286","0053",New York Palace Hotel,East side of Madison Avenue between East 50th and 51st Streets,"1978",Completed,Courtyard,Harry Helmsley,"McKim, Mead & White/Emery Roth & Sons","McKim, Mead & White/Emery Roth & Sons; MDD Landscape Design (for café and public seating area in 2008)",Courtyard 5914.30 sf,24 Hours,"Litter Receptacles; Other Required; Planting; Plaque/Sign; Programs; Seating; Water Feature","through block pedestrian circulation through hotel lobby from East 50th and 51st Streets and Madison Avenue entrances, available at least Monday through Friday, 7:30 am to 9:00 pm, excluding holidays",,Full/Partial,40.758249,-73.975,"0991176","0215528","1035466","10022","4","102","1012860053",,POINT(-73.975 40.758249),,No activity
"POINT (-73.97264 40.756859)",M050040,Manhattan,"1","05","560",LEXINGTON AVENUE,"10022","560 LEXINGTON AVENUE, New York, NY 10022","01305","0013",,Northwest corner of East 50th Street and Lexington Avenue,"1981",Completed,"Arcade; Covered Pedestrian Space; Public Access Area",Jack and Lewis Rudin,The Eggers Group,"The Eggers Group; Skidmore Owings and Merrill LLP (for alteration in 2014)","Arcade 2421.00 sf; Covered Pedestrian Space 3489.00 sf; Public Access Area 0.00 sf",24 Hours,"Artwork; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Subway; Tables; Trees on Street; Trees within Space",,,Full/Partial,40.756859,-73.97264,"0991830","0215022","1036451","10022","4","100","1013050013",,POINT(-73.97264 40.756859),,No activity
"POINT (-73.975394 40.75737)",M050041,Manhattan,"1","05","437",MADISON AVENUE,"10022","437 MADISON AVENUE, New York, NY 10022","01285","0021",,East side of Madison Avenue between East 49th and 50th Streets,"1968",Completed,"Arcade; Plaza",William Kaufman and Jack Weiler,Emery Roth & Sons,"M. Paul Friedberg; MPFP LLC (for alteration in 2014)","Arcade 1160.00 sf; Plaza 11385.00 sf",24 Hours,"Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space",,,Full/Partial,40.75737,-73.975394,"0991067","0215208","1035455","10022","4","102","1012850021",,POINT(-73.975394 40.75737),,No activity
"POINT (-73.981612 40.759971)",M050042,Manhattan,"1","05","1251",SIXTH AVENUE,"10020","1251 SIXTH AVENUE, New York, NY 10020","01002","7501",1251 Avenue of the Americas,West side of Sixth Avenue between West 49th and 50th Streets,"1970",Completed,Plaza,,Harrison and Abramovitz,Harrison and Abramovitz,Plaza 29819.90 sf,24 Hours,None,,,Full/Partial,40.759971,-73.981612,"0989344","0216155","1022706","10020","4","125","1010027501",,POINT(-73.981612 40.759971),,No activity
"POINT (-73.982067 40.759381)",M050043,Manhattan,"1","05","1221",SIXTH AVENUE,"10036","1221 SIXTH AVENUE, New York, NY 10036","01001","0029",McGraw-Hill,West side of Sixth Avenue between West 48th and 49th Streets,"1971",Completed,"Plaza; Sunken Plaza",Rockefeller Center Inc.,Harrison & Abramovitz & Harris,"Harrison & Abramovitz & Harris; Moed de Armas & Shannon Architects (for alteration in 2015)","Plaza 28613.17 sf; Sunken Plaza 0.00 sf",24 Hours,"Bicycle Parking; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Subway; Tables; Trees within Space",,Open Air Cafe,Full/Partial,40.759381,-73.982067,"0989218","0215940","1022693","10036","4","125","1010010029",,POINT(-73.982067 40.759381),,No activity
"POINT (-73.975094 40.756418)",M050045,Manhattan,"1","05","280",PARK AVENUE,"10017","280 PARK AVENUE, New York, NY 10017","01284","0033",,West side of Park Avenue between East 48th and 49th Streets,"1968",Completed,Plaza,Rose Associates,Emery Roth & Sons,"Emery Roth & Sons; TSC Design (for alteration in 2009); Mathews Nielsen (for alteration in 2013)",Plaza 17603.00 sf,24 Hours,"Bicycle Parking; Drinking Fountain; Food Service; Lighting; Litter Receptacles; Planting; Plaque/Sign; Retail Frontage; Seating; Tables; Trees on Street; Trees within Space",,Open Air Cafe,Full/Partial,40.756418,-73.975094,"0991150","0214861","1035441","10017","4","94","1012840033",,POINT(-73.975094 40.756418),,No activity
"POINT (-73.974138 40.756014)",M050046,Manhattan,"1","05","299",PARK AVENUE,"10171","299 PARK AVENUE, New York, NY 10171","01303","0001",Westvaco,East side of Park Avenue between East 48th and 49th Streets,"1967",Completed,"Arcade; Plaza",Park Lane Holding Corporation,Emery Roth & Sons,Emery Roth & Sons,"Arcade 578.30 sf; Plaza 15313.00 sf",24 Hours,None,,,None,40.756014,-73.974138,"0991415","0214714","1036223","10171","4","92","1013030001",,POINT(-73.974138 40.756014),,No activity
"POINT (-73.982399 40.758664)",M050047,Manhattan,"1","05","1211",SIXTH AVENUE,"10036","1211 SIXTH AVENUE, New York, NY 10036","01000","0029",1211 Avenue of the Americas,West side of Sixth Avenue between West 47th and 48th Streets,"1973",Completed,"Plaza; Subway Concourse; Through Block Arcade",Rockefeller Center Inc,Harrison and Abramovitz,Harrison and Abramovitz,"Plaza 21872.00 sf; Subway Concourse 0.00 sf; Through Block Arcade 5579.27 sf",24 Hours,"Escalator; Lighting; None; Retail Frontage; Subway",,,Full/Partial,40.758664,-73.982399,"0989126","0215679","1022678","10036","4","125","1010000029",,POINT(-73.982399 40.758664),,No activity
"POINT (-73.982519 40.757899)",M050048,Manhattan,"1","05","1185",SIXTH AVENUE,"10036","1185 SIXTH AVENUE, New York, NY 10036","00999","0029",Stevens Tower,Full blockfront on west side Sixth Avenue between  West 46th and 47th Streets,"1970",Completed,"Basement Concourse; Landscaped Pedestrian Plaza; Special Permit Plaza",Fisher Brothers,Emery Roth & Sons,Emery Roth & Sons,"Basement Concourse 0.00 sf; Landscaped Pedestrian Plaza 9991.29 sf; Special Permit Plaza 6138.08 sf",24 Hours,"Escalator; Food Service; Lighting; Other Required; Planting; Seating; Subway; Tables; Trees within Space; Water Feature",legitimate theater of 300 to 450 seats below grade and accessed from the Landscaped Pedestrian Plaza,,None,40.757899,-73.982519,"0989093","0215400","1083717","10036","4","125","1009990029",,POINT(-73.982519 40.757899),,No activity
"POINT (-73.978242 40.756268)",M050049,Manhattan,"1","05","575",FIFTH AVENUE,"10017","575 FIFTH AVENUE, New York, NY 10017","01282","7501",,Southeast corner of East 47th Street and Fifth Avenue,"1983",Completed,Covered Pedestrian Space,575 Fifth Associates,Emery Roth & Sons,"Emery Roth & Sons; Gensler and Moed de Armas & Shannon Architects (for alteration in 2007)",Covered Pedestrian Space 3442.00 sf,Restricted Hours,"Artwork; Climate Control; Drinking Fountain; Food Service; Lighting; Planting; Plaque/Sign; Restrooms; Retail Frontage; Seating; Tables",,Other Permitted,Full/Partial,40.756268,-73.978242,"0990278","0214806","1035407","10017","4","94","1012827501",,POINT(-73.978242 40.756268),,No activity
"POINT (-73.974723 40.754626)",M050050,Manhattan,"1","05","245",PARK AVENUE,"10167","245 PARK AVENUE, New York, NY 10167","01301","0001",,Full block bounded by Lexington and Park Avenues and East 46th and 47th Streets,"1966",Completed,"Arcade; Plaza",Percy and Harold Uris,"Shreve, Lamb & Harmon","Shreve, Lamb & Harmon; Moed de Armas & Shannon Architects (for alteration in 2002 and 2008)","Arcade 10401.75 sf; Plaza 19137.80 sf",24 Hours,"Bicycle Parking; Lighting; Litter Receptacles; None; Planting; Plaque/Sign; Seating; Tables",,,Full/Partial,40.754626,-73.974723,"0991253","0214208","1036205","10167","4","92","1013010001",,POINT(-73.974723 40.754626),,No activity
"POINT (-73.986214 40.744642)",M050051,Manhattan,"1","05","10",EAST 29 STREET,"10016","10 EAST 29 STREET, New York, NY 10016","00858","0008",Madison Belvedere,South side of East 29th Street between Madison and Fifth Avenues,"1998",Completed,Residential Plaza,Rose Associates,Schuman Lichtenstein Claman Efron,Thomas Balsley Associates,Residential Plaza 12699.00 sf,Restricted Hours,"Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Tables; Trees on Street; Trees within Space",Primary Space: steel pipe colored landscape feature,,Full/Partial,40.744642,-73.986214,"0988070","0210570","1087326","10016","2","74","1008580008",,POINT(-73.986214 40.744642),,No activity
"POINT (-73.981851 40.75682)",M050052,Manhattan,"1","05","1166",SIXTH AVENUE,"10036","1166 SIXTH AVENUE, New York, NY 10036","01261","7501",,East side of Sixth Avenue between West 45th and 46th Streets,"1972",Completed,"Arcade; Plaza; Through Block Plaza",Tishman Realty,Skidmore Owings & Merrill,"Skidmore Owings & Merrill; Kliment & Halsband (for alteration in 1989); William Fellows Architect (for alteration in 2000 and 2003)","Arcade 4750.00 sf; Plaza 5759.50 sf; Through Block Plaza 17035.00 sf","24 Hours; Restricted Hours","Artwork; Bicycle Parking; Drinking Fountain; Lighting; Litter Receptacles; Other Required; Planting; Plaque/Sign; Seating; Tables; Trees on Street; Trees within Space; Water Feature",florist or food concession adjacent to the Through Block Plaza,,Full/Partial,40.75682,-73.981851,"0989278","0215007","1071414","10036","4","96","1012617501",,POINT(-73.981851 40.75682),,No activity
"POINT (-73.986439 40.757929)",M050053,Manhattan,"1","05","1515",BROADWAY,"10036","1515 BROADWAY, New York, NY 10036","01016","0036",One Astor Place,Full blockfront on west side of Broadway between West 44th and 45th Streets,"1971",Completed,"Pedestrian Thoroughfare; Shubert Alley",Samuel Minskoff & Sons,Kahn and Jacobs,Kahn and Jacobs,"Pedestrian Thoroughfare 0.00 sf; Shubert Alley 0.00 sf",24 Hours,None,,,Full/Partial,40.757929,-73.986439,"0988007","0215411","1024714","10036","3","119","1010160036",,POINT(-73.986439 40.757929),,No activity
